classification	reason	file	line	column	value	context	decision	replacement
value_high	Entity predicate (ContractCommitmentPaymentUpfrontPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentpaymentupfrontpercentage.md	16	97	No Upfront	"* ContractCommitmentPaymentUpfrontPercentage MUST be 0.0 when ContractCommitmentPaymentModel is ""No Upfront""."	classified_high	`No Upfront`
value_high	Entity predicate (ContractCommitmentPaymentUpfrontPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentpaymentupfrontpercentage.md	17	128	Partial Upfront	"* ContractCommitmentPaymentUpfrontPercentage MUST be greater than 0.0 and less than 1.0 when ContractCommitmentPaymentModel is ""Partial Upfront""."	classified_high	`Partial Upfront`
value_high	Entity predicate (PricingCurrencyContractCommitmentCost)	specification/datasets/contract_commitment/columns/pricingcurrencycontractcommitmentcost.md	12	155	Spend	"* PricingCurrencyContractCommitmentCost MUST NOT be null when [ContractCommitmentCategory](#datamodel.contractcommitment.contractcommitmentcategory) is ""Spend"" and [PricingCurrency](#datamodel.contractcommitment.pricingcurrency) is provided."	classified_high	`Spend`
value_high	Entity predicate (PricingCurrencyContractCommitmentCost)	specification/datasets/contract_commitment/columns/pricingcurrencycontractcommitmentcost.md	13	90	Usage	"* PricingCurrencyContractCommitmentCost MAY be null when ContractCommitmentCategory is ""Usage""."	classified_high	`Usage`
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/contractcommitmentcost.md	12	140	Spend	"* ContractCommitmentCost MUST NOT be null when [ContractCommitmentCategory](#datamodel.contractcommitment.contractcommitmentcategory) is ""Spend""."	classified_high	`Spend`
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/contractcommitmentcost.md	13	75	Usage	"* ContractCommitmentCost MAY be null when ContractCommitmentCategory is ""Usage""."	classified_high	`Usage`
value_high	Entity predicate (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	14	35	Discontinuous	"* ContractCommitmentModel MUST be ""Discontinuous"" when ContractCommitmentFulfillmentInterval is ""Full Period""."	classified_high	`Discontinuous`
value_high	Entity predicate (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	14	97	Full Period	"* ContractCommitmentModel MUST be ""Discontinuous"" when ContractCommitmentFulfillmentInterval is ""Full Period""."	classified_high	`Full Period`
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/billingcurrency.md	12	131	Spend	"* BillingCurrency MUST NOT be null when [ContractCommitmentCategory](#datamodel.contractcommitment.contractcommitmentcategory) is ""Spend""."	classified_high	`Spend`
value_high	Entity predicate (ContractCommitmentDiscountPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentdiscountpercentage.md	12	168	Discount	"* ContractCommitmentDiscountPercentage MUST NOT be null when [ContractCommitmentBenefitCategory](#datamodel.contractcommitment.contractcommitmentbenefitcategory) is ""Discount""."	classified_high	`Discount`
value_high	Entity predicate (ContractCommitmentDiscountPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentdiscountpercentage.md	13	97	Availability	"* ContractCommitmentDiscountPercentage MUST be null when ContractCommitmentBenefitCategory is ""Availability""."	classified_high	`Availability`
value_high	Entity predicate (ContractCommitmentPaymentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentpaymentinterval.md	14	45	One-Time	"* ContractCommitmentPaymentInterval MUST be ""One-Time"" when [ContractCommitmentPaymentModel](#datamodel.contractcommitment.contractcommitmentpaymentmodel) is ""All Upfront""."	classified_high	`One-Time`
value_high	Entity predicate (ContractCommitmentPaymentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentpaymentinterval.md	14	159	All Upfront	"* ContractCommitmentPaymentInterval MUST be ""One-Time"" when [ContractCommitmentPaymentModel](#datamodel.contractcommitment.contractcommitmentpaymentmodel) is ""All Upfront""."	classified_high	`All Upfront`
value_high	Entity predicate (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentfulfillmentinterval.md	14	53	Full Period	"* ContractCommitmentFulfillmentInterval MUST NOT be ""Full Period"" when ContractCommitmentModel is ""Continuous""."	classified_high	`Full Period`
value_high	Entity predicate (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentfulfillmentinterval.md	14	99	Continuous	"* ContractCommitmentFulfillmentInterval MUST NOT be ""Full Period"" when ContractCommitmentModel is ""Continuous""."	classified_high	`Continuous`
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/contractcommitmentquantity.md	12	144	Usage	"* ContractCommitmentQuantity MUST NOT be null when [ContractCommitmentCategory](#datamodel.contractcommitment.contractcommitmentcategory) is ""Usage""."	classified_high	`Usage`
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/contractcommitmentquantity.md	13	79	Spend	"* ContractCommitmentQuantity MAY be null when ContractCommitmentCategory is ""Spend""."	classified_high	`Spend`
value_high	Entity predicate (ContractCommitmentLifecycleStatus)	specification/datasets/contract_commitment/columns/contractcommitmentlifecyclestatus.md	12	220	Superseded	"* When a contract commitment record is modified in a way that requires a new [ContractCommitmentID](#datamodel.contractcommitment.contractcommitmentid), ContractCommitmentLifecycleStatus for the previous record MUST be ""Superseded""."	classified_high	`Superseded`
ambiguous	No deterministic value relationship	specification/appendix/invoice_detail/invoice_detail.md	12	143	Enterprise Support	"2. **Granularity Definition:** Unlike standard datasets with fixed schemas, invoice line items vary wildly in detail (e.g., a single line for ""Enterprise Support"" vs. millions of lines for ""Storage""). The `InvoiceDetailGrain` column uses a flexible JSON structure to capture the specific dimensions (SKU, Region, Project) relevant to that specific line item without breaking the schema."	manual_apply_after_review	`Enterprise Support`
ambiguous	No deterministic value relationship	specification/appendix/invoice_detail/invoice_detail.md	12	190	Storage	"2. **Granularity Definition:** Unlike standard datasets with fixed schemas, invoice line items vary wildly in detail (e.g., a single line for ""Enterprise Support"" vs. millions of lines for ""Storage""). The `InvoiceDetailGrain` column uses a flexible JSON structure to capture the specific dimensions (SKU, Region, Project) relevant to that specific line item without breaking the schema."	manual_apply_after_review	`Storage`
value_high	Linked entity predicate	specification/glossary.md	61	130	Closed	"A [*billing period*](#glossary:billing-period) with [Billing Period Status](#datamodel.billingperiod.billingperiodstatus) set to ""Closed"". The period has been financially closed after all anticipated invoices for the period have been [*issued*](#glossary:issued-invoice) by designated [*invoice issuers*](#glossary:invoice-issuer) and no additional invoices will be associated with this period. Exceptionally, additional invoices may be associated with a closed billing period if explicitly requested or approved by the customer."	audit_recovery	`Closed`
ambiguous	No deterministic value relationship	specification/supported_features/commitment_program_eligibility_details.md	50	348	Flexible Spend Plan	"This query identifies [*charges*](#glossary:charge) that are eligible for [*commitment programs*](#glossary:commitment-program) but are not currently covered by a [*commitment discount*](#glossary:commitment-discount). A practitioner running relevant workloads can use this to quantify the savings opportunity per *commitment program* type (e.g., ""Flexible Spend Plan"" vs. ""Resource Reservation"") and per [*service*](#glossary:service)."	audit_recovery	`Flexible Spend Plan`
ambiguous	No deterministic value relationship	specification/supported_features/commitment_program_eligibility_details.md	50	374	Resource Reservation	"This query identifies [*charges*](#glossary:charge) that are eligible for [*commitment programs*](#glossary:commitment-program) but are not currently covered by a [*commitment discount*](#glossary:commitment-discount). A practitioner running relevant workloads can use this to quantify the savings opportunity per *commitment program* type (e.g., ""Flexible Spend Plan"" vs. ""Resource Reservation"") and per [*service*](#glossary:service)."	audit_recovery	`Resource Reservation`
value_high	String example table	specification/appendix/saas_examples/billing_scenario_examples.md	9	216	Usage-Based	"| [Credit-Based Consumption](#appendix.examples:saas.billingscenarioexamples.credit-basedconsumption:on-demanddataplatformusage) | OmniQuery | Custom consumption units (Credits) with `ChargeFrequency` split between ""Usage-Based"" (compute) and ""Recurring"" (storage). No [*commitment discount*](#glossary:commitment-discount); BilledCost = EffectiveCost on all rows. |"	audit_recovery	`Usage-Based`
value_high	String example table	specification/appendix/saas_examples/billing_scenario_examples.md	9	244	Recurring	"| [Credit-Based Consumption](#appendix.examples:saas.billingscenarioexamples.credit-basedconsumption:on-demanddataplatformusage) | OmniQuery | Custom consumption units (Credits) with `ChargeFrequency` split between ""Usage-Based"" (compute) and ""Recurring"" (storage). No [*commitment discount*](#glossary:commitment-discount); BilledCost = EffectiveCost on all rows. |"	audit_recovery	`Recurring`
value_high	Entity predicate (ChargeCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	158	82	Purchase	"**Purchase Charge:** [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Purchase"" with [ChargeFrequency](#datamodel.costandusage.chargefrequency) ""One-Time"". The full annual amount is invoiced in a single payment."	audit_recovery	`Purchase`
value_high	Entity predicate (PricingCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	167	65	Standard	"* [PricingCategory](#datamodel.costandusage.pricingcategory) is ""Standard"". The purchase of the [*commitment discount*](#glossary:commitment-discount) is at the agreed-upon rate."	audit_recovery	`Standard`
value_high	Entity predicate (ChargeCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	169	92	Usage	"**Usage Charge (April 2025):** [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Usage"" with [PricingCategory](#datamodel.costandusage.pricingcategory) ""Committed"". The usage is covered by the annual purchase."	audit_recovery	`Usage`
ambiguous	No deterministic value relationship	specification/appendix/saas_examples/billing_scenario_examples.md	233	89	Databases	"* All four charges share the [ServiceCategory](#datamodel.costandusage.servicecategory) ""Databases"" but are split across three distinct [ServiceName](#datamodel.costandusage.servicename) values: StoreStack Clusters, StoreStack Storage, and StoreStack Data Transfer."	audit_recovery	`Databases`
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	277	65	Recurring	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Recurring"". The subscription is a fixed monthly fee regardless of usage activity or user count within the [*billing period*](#glossary:billing-period)."	audit_recovery	`Recurring`
value_high	Entity predicate (PricingCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	322	65	Standard	"* [PricingCategory](#datamodel.costandusage.pricingcategory) is ""Standard"" because the billed rate equals the [ListUnitPrice](#datamodel.costandusage.listunitprice). The annual contract is a term commitment, not a pricing discount. No [*commitment discount*](#glossary:commitment-discount) columns are populated."	audit_recovery	`Standard`
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	323	65	Recurring	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Recurring"" because the charge recurs monthly at a fixed per-seat rate regardless of usage activity within the [*billing period*](#glossary:billing-period)."	audit_recovery	`Recurring`
value_review	Owning entity file (PricingQuantity)	specification/datasets/cost_and_usage/columns/pricingquantity.md	20	215	Purchase	"**Aggregation:** When aggregating Pricing Quantity for commitment utilization calculations, it's important to exclude [*commitment discount*](#glossary:commitment-discount) purchases (i.e., when Charge Category is ""Purchase"") that are paid to cover future eligible [*charges*](#glossary:charge) (e.g., *commitment discount*). Otherwise, when accounting for all upfront or accrued purchases, it's important to exclude *commitment discount* usage (i.e., when Charge Category is ""Usage""). This exclusion helps prevent double counting of these quantities in the aggregation."	audit_recovery	`Purchase`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	163	Purchase	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Purchase`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	392	Usage	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Usage`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	782	Purchase	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Purchase`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	869	Tax	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Tax`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	1002	Usage	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Usage`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	1014	Tax	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Tax`
value_review	Owning entity file (ListCost)	specification/datasets/cost_and_usage/columns/listcost.md	20	1267	Purchase	"**Aggregation:** When aggregating List Cost for savings calculations, it is important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of List Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the term of the commitment discount already specify the List Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Purchase`
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	168	Purchase	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Purchase`
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	397	Usage	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Usage`
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	787	Purchase	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Purchase`
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	874	Tax	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Tax`
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	1013	Usage	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Usage`
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	1025	Tax	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Tax`
