classification	reason	file	line	column	value	context	decision	rationale
ambiguous	No deterministic value relationship	specification/appendix/saas_examples/billing_scenario_examples.md	117	93	Management and Governance	"* All three *services* share the [ServiceCategory](#datamodel.costandusage.servicecategory) ""Management and Governance"" per the FOCUS allowed values for logging, monitoring, and observability *services*."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	158	82	Purchase	"**Purchase Charge:** [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Purchase"" with [ChargeFrequency](#datamodel.costandusage.chargefrequency) ""One-Time"". The full annual amount is invoiced in a single payment."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Same line as explicit value context	specification/appendix/saas_examples/billing_scenario_examples.md	158	157	One-Time	"**Purchase Charge:** [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Purchase"" with [ChargeFrequency](#datamodel.costandusage.chargefrequency) ""One-Time"". The full annual amount is invoiced in a single payment."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (CommitmentDiscountCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	165	87	Spend	"* [CommitmentDiscountCategory](#datamodel.costandusage.commitmentdiscountcategory) is ""Spend"" because the commitment is denominated in dollars, not usage units."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (PricingCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	167	65	Standard	"* [PricingCategory](#datamodel.costandusage.pricingcategory) is ""Standard"". The purchase of the [*commitment discount*](#glossary:commitment-discount) is at the agreed-upon rate."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	169	92	Usage	"**Usage Charge (April 2025):** [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Usage"" with [PricingCategory](#datamodel.costandusage.pricingcategory) ""Committed"". The usage is covered by the annual purchase."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Same line as explicit value context	specification/appendix/saas_examples/billing_scenario_examples.md	169	164	Committed	"**Usage Charge (April 2025):** [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Usage"" with [PricingCategory](#datamodel.costandusage.pricingcategory) ""Committed"". The usage is covered by the annual purchase."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (CommitmentDiscountStatus)	specification/appendix/saas_examples/billing_scenario_examples.md	175	83	Used	"* [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) is ""Used"". All 50 seats are occupied."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	231	108	Usage-Based	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) varies by resource type. Compute clusters are ""Usage-Based"" (metered hourly). Storage is ""Recurring"" (billed per GB provisioned per month regardless of access patterns). Data transfer is ""Usage-Based"" (billed on actual volume transferred)."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	231	151	Recurring	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) varies by resource type. Compute clusters are ""Usage-Based"" (metered hourly). Storage is ""Recurring"" (billed per GB provisioned per month regardless of access patterns). Data transfer is ""Usage-Based"" (billed on actual volume transferred)."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Same line as explicit value context	specification/appendix/saas_examples/billing_scenario_examples.md	231	249	Usage-Based	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) varies by resource type. Compute clusters are ""Usage-Based"" (metered hourly). Storage is ""Recurring"" (billed per GB provisioned per month regardless of access patterns). Data transfer is ""Usage-Based"" (billed on actual volume transferred)."	apply_existing	Previously reviewed and represented in the applied manifest.
ambiguous	No deterministic value relationship	specification/appendix/saas_examples/billing_scenario_examples.md	233	89	Databases	"* All four charges share the [ServiceCategory](#datamodel.costandusage.servicecategory) ""Databases"" but are split across three distinct [ServiceName](#datamodel.costandusage.servicename) values: StoreStack Clusters, StoreStack Storage, and StoreStack Data Transfer."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	277	65	Recurring	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Recurring"". The subscription is a fixed monthly fee regardless of usage activity or user count within the [*billing period*](#glossary:billing-period)."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (PricingUnit)	specification/appendix/saas_examples/billing_scenario_examples.md	278	57	Subscriptions	"* [PricingUnit](#datamodel.costandusage.pricingunit) is ""Subscriptions"" and [PricingQuantity](#datamodel.costandusage.pricingquantity) is 1. Unlike per-seat or per-unit models, the entire platform is a single billable unit."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (PricingCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	322	65	Standard	"* [PricingCategory](#datamodel.costandusage.pricingcategory) is ""Standard"" because the billed rate equals the [ListUnitPrice](#datamodel.costandusage.listunitprice). The annual contract is a term commitment, not a pricing discount. No [*commitment discount*](#glossary:commitment-discount) columns are populated."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	323	65	Recurring	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Recurring"" because the charge recurs monthly at a fixed per-seat rate regardless of usage activity within the [*billing period*](#glossary:billing-period)."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (CommitmentDiscountCategory)	specification/appendix/saas_examples/billing_scenario_examples.md	405	87	Usage	"* [CommitmentDiscountCategory](#datamodel.costandusage.commitmentdiscountcategory) is ""Usage"" on all commitment-related rows. The plan minimum is denominated in email quantity (50,000 emails), not a dollar amount. This distinguishes it from the ""Spend"" category in the Seat-Based SaaS Subscription example."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Same line as explicit value context	specification/appendix/saas_examples/billing_scenario_examples.md	405	246	Spend	"* [CommitmentDiscountCategory](#datamodel.costandusage.commitmentdiscountcategory) is ""Usage"" on all commitment-related rows. The plan minimum is denominated in email quantity (50,000 emails), not a dollar amount. This distinguishes it from the ""Spend"" category in the Seat-Based SaaS Subscription example."	apply_existing	Previously reviewed and represented in the applied manifest.
ambiguous	No deterministic value relationship	specification/appendix/saas_examples/billing_scenario_examples.md	406	86	Used	"* [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) shows ""Used"" and ""Unused"" on Usage rows. In January, the customer only consumed 30,000 of 50,000 emails, so the remaining 20,000 generate an ""Unused"" row. The Unused row has [BilledCost](#datamodel.costandusage.billedcost) of $0.00 but [EffectiveCost](#datamodel.costandusage.effectivecost) of $7.98, representing waste from the commitment."	apply_existing	Previously reviewed and represented in the applied manifest.
ambiguous	No deterministic value relationship	specification/appendix/saas_examples/billing_scenario_examples.md	406	97	Unused	"* [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) shows ""Used"" and ""Unused"" on Usage rows. In January, the customer only consumed 30,000 of 50,000 emails, so the remaining 20,000 generate an ""Unused"" row. The Unused row has [BilledCost](#datamodel.costandusage.billedcost) of $0.00 but [EffectiveCost](#datamodel.costandusage.effectivecost) of $7.98, representing waste from the commitment."	apply_existing	Previously reviewed and represented in the applied manifest.
ambiguous	No deterministic value relationship	specification/appendix/saas_examples/billing_scenario_examples.md	406	221	Unused	"* [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) shows ""Used"" and ""Unused"" on Usage rows. In January, the customer only consumed 30,000 of 50,000 emails, so the remaining 20,000 generate an ""Unused"" row. The Unused row has [BilledCost](#datamodel.costandusage.billedcost) of $0.00 but [EffectiveCost](#datamodel.costandusage.effectivecost) of $7.98, representing waste from the commitment."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (PricingUnit)	specification/appendix/saas_examples/billing_scenario_examples.md	411	57	Count	"* [PricingUnit](#datamodel.costandusage.pricingunit) is ""Count"" on the Purchase row because the plan fee is a single monthly purchase, not denominated in the usage unit (emails). On Usage rows, [PricingUnit](#datamodel.costandusage.pricingunit) is ""Emails"" because those rows are priced per email."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (PricingUnit)	specification/appendix/saas_examples/billing_scenario_examples.md	411	249	Emails	"* [PricingUnit](#datamodel.costandusage.pricingunit) is ""Count"" on the Purchase row because the plan fee is a single monthly purchase, not denominated in the usage unit (emails). On Usage rows, [PricingUnit](#datamodel.costandusage.pricingunit) is ""Emails"" because those rows are priced per email."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	412	65	Recurring	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Recurring"" on the Purchase rows (the plan fee recurs monthly). On the Usage rows, [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Usage-Based"" for both Used and Unused rows because the amounts vary based on actual email consumption each period."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ChargeFrequency)	specification/appendix/saas_examples/billing_scenario_examples.md	412	210	Usage-Based	"* [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Recurring"" on the Purchase rows (the plan fee recurs monthly). On the Usage rows, [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""Usage-Based"" for both Used and Unused rows because the amounts vary based on actual email consumption each period."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Explicit data-value wording	specification/appendix/saas_examples/virtual_currency_pricing_model.md	12	186	tokens	"* OmniQuery offers a virtual currency pricing model for their services and requires a purchase of virtual currency in advance of usage. Their denomination of virtual currency is called ""tokens""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Explicit data-value wording	specification/attributes/delivery_handling.md	18	508	Correction	"For example, for Cost and Usage *FOCUS datasets*, a data generator may use Overwrite mechanism for *dataset artifacts* corresponding to an [*open billing period*](#glossary:open-billing-period), ensuring the snapshot reflects the most recent state, while using Append mechanism for [*closed billing periods*](#glossary:closed-billing-period) to preserve historical data and support auditing of corrections to previously *closed billing periods* (i.e., [*charges*](#glossary:charge) with Charge Class set to ""Correction"")."	apply_existing	Previously reviewed and represented in the applied manifest.
ambiguous	No deterministic value relationship	specification/attributes/numeric_format.md	19	48	mEn	"* *FOCUS dataset column* MUST use E notation ""mEn"", where m is a real number and n is an integer exponent."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	3	73	Open	"Billing Period Status represents the state of the billing period (i.e., ""Open"" or ""Closed""). This status helps FinOps practitioners determine if the [Cost and Usage](#datamodel.costandusage) and [Invoice Detail](#datamodel.invoicedetail) data for a given period is preliminary and subject to change, or if all anticipated invoices have been issued and the delivered data is finalized and ready for formal financial reporting and showback/chargeback processes."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	3	83	Closed	"Billing Period Status represents the state of the billing period (i.e., ""Open"" or ""Closed""). This status helps FinOps practitioners determine if the [Cost and Usage](#datamodel.costandusage) and [Invoice Detail](#datamodel.invoicedetail) data for a given period is preliminary and subject to change, or if all anticipated invoices have been issued and the delivered data is finalized and ready for formal financial reporting and showback/chargeback processes."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	13	35	Open	"* BillingPeriodStatus MUST NOT be ""Open"" following a previous status of ""Closed"", except when explicitly requested or approved by the customer."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Explicit value context	specification/datasets/billing_period/columns/billingperiodstatus.md	13	73	Closed	"* BillingPeriodStatus MUST NOT be ""Open"" following a previous status of ""Closed"", except when explicitly requested or approved by the customer."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	24	27	Open	"While the transition from ""Open"" to ""Closed"" typically signifies the end of a billing cycle, in scenarios such as the following, it may be necessary to provide corrections to closed billing periods:"	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	24	37	Closed	"While the transition from ""Open"" to ""Closed"" typically signifies the end of a billing cycle, in scenarios such as the following, it may be necessary to provide corrections to closed billing periods:"	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	30	309	Closed	"Corrections to closed billing periods are generally represented in the context of a subsequent open billing period to preserve historical financial accuracy and ensure transparent tracking. Exceptionally, a previously closed billing period may be reopened to apply such corrections, but this transition from ""Closed"" to ""Open"" must be explicitly requested or approved by the customer to maintain auditability and the integrity of financial reporting."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	30	321	Open	"Corrections to closed billing periods are generally represented in the context of a subsequent open billing period to preserve historical financial accuracy and ensure transparent tracking. Exceptionally, a previously closed billing period may be reopened to apply such corrections, but this transition from ""Closed"" to ""Open"" must be explicitly requested or approved by the customer to maintain auditability and the integrity of financial reporting."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	48	40	Open	"The state of the billing period (i.e., ""Open"" or ""Closed""), indicating whether the delivered data for the period is preliminary, or if all anticipated invoices have been issued and the delivered data is finalized."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (BillingPeriodStatus)	specification/datasets/billing_period/columns/billingperiodstatus.md	48	50	Closed	"The state of the billing period (i.e., ""Open"" or ""Closed""), indicating whether the delivered data for the period is preliminary, or if all anticipated invoices have been issued and the delivered data is finalized."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/billingcurrency.md	12	131	Spend	"* BillingCurrency MUST NOT be null when [ContractCommitmentCategory](#datamodel.contractcommitment.contractcommitmentcategory) is ""Spend""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Explicit string-value context	specification/datasets/contract_commitment/columns/contractcommitmentapplicability.md	36	99	*	"* ContractCommitmentApplicabilityObject.Inclusions[\*].Values MUST contain only the single string ""*"" when the wildcard is present."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Explicit string-value context	specification/datasets/contract_commitment/columns/contractcommitmentapplicability.md	37	99	*	"* ContractCommitmentApplicabilityObject.Exclusions[\*].Values MUST contain only the single string ""*"" when the wildcard is present."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentApplicability)	specification/datasets/contract_commitment/columns/contractcommitmentapplicability.md	95	149	Organization-wide	"1. **Inclusion Logic:** When `[""*""]` is used in an Inclusion rule, the rule evaluates to `True` for every entity, effectively making the commitment ""Organization-wide"" for that specific Dimension."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentBenefitCategory)	specification/datasets/contract_commitment/columns/contractcommitmentbenefitcategory.md	26	184	monetary pool	"When categorizing a commitment, the value reflects the actual commercial benefit received, rather than the funding or consumption mechanism used to acquire it. For example, a prepaid ""monetary pool"" or a drawdown fund is a mechanism; the *benefit* of that pool is typically the right to use the feature (**Entitlement**) or the reduced rate unlocked by the commitment (**Discount**)."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/contractcommitmentcost.md	12	140	Spend	"* ContractCommitmentCost MUST NOT be null when [ContractCommitmentCategory](#datamodel.contractcommitment.contractcommitmentcategory) is ""Spend""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ContractCommitmentCategory)	specification/datasets/contract_commitment/columns/contractcommitmentcost.md	13	75	Usage	"* ContractCommitmentCost MAY be null when ContractCommitmentCategory is ""Usage""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ContractCommitmentDiscountPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentdiscountpercentage.md	12	168	Discount	"* ContractCommitmentDiscountPercentage MUST NOT be null when [ContractCommitmentBenefitCategory](#datamodel.contractcommitment.contractcommitmentbenefitcategory) is ""Discount""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ContractCommitmentDiscountPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentdiscountpercentage.md	13	97	Availability	"* ContractCommitmentDiscountPercentage MUST be null when ContractCommitmentBenefitCategory is ""Availability""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentDiscountPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentdiscountpercentage.md	24	37	stacked	"In scenarios where a commitment has ""stacked"" or ""nested"" discounts, this field should reflect the total reduction from the list price."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentDiscountPercentage)	specification/datasets/contract_commitment/columns/contractcommitmentdiscountpercentage.md	24	50	nested	"In scenarios where a commitment has ""stacked"" or ""nested"" discounts, this field should reflect the total reduction from the list price."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	3	136	1 Year	"Contract Commitment Duration Type represents the categorical length of a [*contract commitment*](#glossary:contract-commitment) (e.g., ""1 Year"", ""3 Years"") based on the commercial agreement or pricing model."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	3	146	3 Years	"Contract Commitment Duration Type represents the categorical length of a [*contract commitment*](#glossary:contract-commitment) (e.g., ""1 Year"", ""3 Years"") based on the commercial agreement or pricing model."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	5	298	3 Years	"This column serves as a stable classifier for the commitment's duration, distinct from the actual lifespan of the specific record. For example, a 3-year commitment that is exchanged or modified may have a calculated duration of only a few months, but its Contract Commitment Duration Type remains ""3 Years"". This allows for consistent grouping and reporting on commitment durations, regardless of lifecycle events."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Normative entity context (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	14	202	1 Day	"* ContractCommitmentDurationType SHOULD be expressed with a quantity and time unit, where quantity is a positive integer, and time-unit is a standardized unit of time, either singular or plural (e.g., ""1 Day"", ""1 Year"", ""3 Months"", ""3 Years"")."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Normative entity context (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	14	211	1 Year	"* ContractCommitmentDurationType SHOULD be expressed with a quantity and time unit, where quantity is a positive integer, and time-unit is a standardized unit of time, either singular or plural (e.g., ""1 Day"", ""1 Year"", ""3 Months"", ""3 Years"")."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Normative entity context (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	14	221	3 Months	"* ContractCommitmentDurationType SHOULD be expressed with a quantity and time unit, where quantity is a positive integer, and time-unit is a standardized unit of time, either singular or plural (e.g., ""1 Day"", ""1 Year"", ""3 Months"", ""3 Years"")."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Same line as explicit value context	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	14	233	3 Years	"* ContractCommitmentDurationType SHOULD be expressed with a quantity and time unit, where quantity is a positive integer, and time-unit is a standardized unit of time, either singular or plural (e.g., ""1 Day"", ""1 Year"", ""3 Months"", ""3 Years"")."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Normative entity context (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	16	110	1 Year	"* ContractCommitmentDurationType SHOULD correspond to the standard duration of the purchased offering (e.g., ""1 Year"", ""3 Years"") rather than a precise calculation of days or hours."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Normative entity context (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	16	120	3 Years	"* ContractCommitmentDurationType SHOULD correspond to the standard duration of the purchased offering (e.g., ""1 Year"", ""3 Years"") rather than a precise calculation of days or hours."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Explicit value context	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	17	408	3 Years	"* ContractCommitmentDurationType MAY differ from the actual duration calculated between [ContractCommitmentPeriodStart](#datamodel.contractcommitment.contractcommitmentperiodstart) and [ContractCommitmentPeriodEnd](#datamodel.contractcommitment.contractcommitmentperiodend) (e.g., if a 3-year commitment is exchanged in its final month, the resulting record may have a short lifespan but retains a value of ""3 Years"")."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentDurationType)	specification/datasets/contract_commitment/columns/contractcommitmentdurationtype.md	42	80	[Numeric Value] [Unit]	"A given Contract Commitment Duration Type value follows a structured format of ""[Numeric Value] [Unit]""."	apply_repo_review	Human-reviewed string data value in tracked Markdown prose.
value_high	Entity predicate (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentfulfillmentinterval.md	14	53	Full Period	"* ContractCommitmentFulfillmentInterval MUST NOT be ""Full Period"" when ContractCommitmentModel is ""Continuous""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentfulfillmentinterval.md	14	99	Continuous	"* ContractCommitmentFulfillmentInterval MUST NOT be ""Full Period"" when ContractCommitmentModel is ""Continuous""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentfulfillmentinterval.md	27	105	Pool-of-funds commitments	"| Full Period   | 80         | The full duration of the contract commitment, with no internal resets. | ""Pool-of-funds commitments"" spanning the full commitment duration. |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentfulfillmentinterval.md	28	127	Credit Packs	"| Transactional | 90         | No time-based reset; based purely on event volume or credit consumption. | API call bundles or ""Credit Packs"" with no expiration date. |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Entity predicate (ContractCommitmentLifecycleStatus)	specification/datasets/contract_commitment/columns/contractcommitmentlifecyclestatus.md	12	220	Superseded	"* When a contract commitment record is modified in a way that requires a new [ContractCommitmentID](#datamodel.contractcommitment.contractcommitmentid), ContractCommitmentLifecycleStatus for the previous record MUST be ""Superseded""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	3	192	use-it-or-lose-it	"Contract Commitment Model represents the operational behavior and consumption flexibility of a [*contract commitment*](#glossary:contract-commitment). This field distinguishes between rigid, ""use-it-or-lose-it"" obligations (typically hourly) and flexible, aggregate-based agreements that accommodate variable usage patterns."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	5	177	floor	"Contract Commitment Model has two possible values: **Continuous** and **Discontinuous**. Continuous models (e.g., reserved instances, savings plans) represent a flat, constant ""floor"" of commitment where any dip in usage results in immediate, unrecoverable waste. Discontinuous models (e.g., enterprise agreements, SaaS minimum spend agreements) represent a broader, more flexible bucket where the commitment is ""spikier"": the usage can fluctuate wildly, but as long as the aggregate hits the target (or the true-up handles the variance), the commitment is satisfied. In either case, the interval of the commitment is represented by the [Contract Commitment Fulfillment Interval](#datamodel.contractcommitment.contractcommitmentfulfillmentinterval)."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	5	413	spikier	"Contract Commitment Model has two possible values: **Continuous** and **Discontinuous**. Continuous models (e.g., reserved instances, savings plans) represent a flat, constant ""floor"" of commitment where any dip in usage results in immediate, unrecoverable waste. Discontinuous models (e.g., enterprise agreements, SaaS minimum spend agreements) represent a broader, more flexible bucket where the commitment is ""spikier"": the usage can fluctuate wildly, but as long as the aggregate hits the target (or the true-up handles the variance), the commitment is satisfied. In either case, the interval of the commitment is represented by the [Contract Commitment Fulfillment Interval](#datamodel.contractcommitment.contractcommitmentfulfillmentinterval)."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Entity predicate (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	14	35	Discontinuous	"* ContractCommitmentModel MUST be ""Discontinuous"" when ContractCommitmentFulfillmentInterval is ""Full Period""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_high	Entity predicate (ContractCommitmentFulfillmentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	14	97	Full Period	"* ContractCommitmentModel MUST be ""Discontinuous"" when ContractCommitmentFulfillmentInterval is ""Full Period""."	apply_existing	Previously reviewed and represented in the applied manifest.
value_review	Owning entity file (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	20	36	floor	"| Continuous    | A flat, constant ""floor"" of commitment (e.g., RIs, Savings Plans). Coverage is applied at a fixed rate per Contract Commitment Fulfillment Interval (usually hourly), and benefits are not carried over to subsequent intervals. |"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	28	87	spikes	"* For _discontinuous_ models: report on Burn Rate and Remaining Balance to ensure the ""spikes"" are not trending toward an early exhaustion of the fund or a massive year-end true-up bill."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_review	Owning entity file (ContractCommitmentModel)	specification/datasets/contract_commitment/columns/contractcommitmentmodel.md	32	52	use-it-or-lose-it	"Because a `Continuous` model dictates a recurring, ""use-it-or-lose-it"" evaluation window, it cannot logically span an entire, cumulative contract term without a reset. Therefore, if the associated Contract Commitment Fulfillment Interval is `Full Period`, the Contract Commitment Model must be categorized as `Discontinuous`."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
value_high	Entity predicate (ContractCommitmentPaymentInterval)	specification/datasets/contract_commitment/columns/contractcommitmentpaymentinterval.md	14	45	One-Time	"* ContractCommitmentPaymentInterval MUST be ""One-Time"" when [ContractCommitmentPaymentModel](#datamodel.contractcommitment.contractcommitmentpaymentmodel) is ""All Upfront""."	apply_existing	Previously reviewed and represented in the applied manifest.
